"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Data Scientist/Statistician","Parsons Corporation","Springfield, VA",nan,nan,"NA",340,43.8,"Data Scientist / Data Analytics / Statistician / Mathematician / Systems Engineer / Systems Analyst. Python, R (and/or other such statistics packages), MATLAB,..."
"Data Scientist","Pragmatics, Inc.","Suitland, MD",nan,nan,"NA",2,42.0,"NA"
"Applied Scientist - Machine Learning","A9.com, Inc.","Palo Alto, CA",nan,nan,"NA",2,54.0,"NA"
"Machine Learning Platform Engineer","Apple","Pittsburgh, PA 15237",nan,nan,"NA",nan,52.2,"NA"
"Data Scientist-ISD","Walmart","Bentonville, AR 72712",nan,nan,"NA",nan,42.6,"NA"
"Quantitative Finance Analyst","Bank of America","New York, NY 10036",nan,nan,"NA",nan,44.4,"NA"
"Data Curator / Analyst","Resolvit, LLC","Cincinnati, OH",nan,nan,"NA",14,41.4,"NA"
"Statistician","Department of Justice","Arlington, VA",nan,nan,"$94,796 - $123,234 a year",448,51.6,"NA"
"Applied Scientist Intern (Machine Learning)","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"NA"
"Marketing Analyst","Younique Products","Lehi, UT 84043",nan,nan,"$60,000 a year",nan,nan,"NA"
"Research Data Analyst","Stanford University","Stanford, CA 94305",nan,nan,"NA",336,52.8,"NA"
"Data Scientist - AWS Professional Services","Amazon Web Services, Inc.","Pittsburgh, PA",nan,nan,"NA",nan,43.2,"NA"
"Database Analyst","exp","Chicago, IL",nan,nan,"NA",39,42.0,"NA"
"Scientist, Data Science","Moderna Therapeutics, Inc","Cambridge, MA",nan,nan,"NA",7,51.0,"NA"
"Data Scientist III","Sears Holdings Management Corporation","Hoffman Estates, IL 60179",nan,nan,"NA",nan,41.4,"NA"
"Advanced Imaging Data Analyst","Weill Cornell Medicine","New York, NY",nan,nan,"NA",34,44.4,"The Advanced Imaging Data Analyst, utilizes independent judgment in prioritizing and performing clinical and research image post-processing and advanced data..."
"Quantitative Analytics & Model Development Analyst","PNC","Pittsburgh, PA 15289 (Central Business District area)",nan,nan,"NA",nan,43.2,"Data Gathering and Reporting - Working Experience. Knowledge of and ability to plan, implement and manage testing strategies, policies and practices that assure..."
"Data Scientist","ThreatMetrix","United States",nan,nan,"NA",2,39.0,"NA"
"QUANTITATIVE ANALYST","Two Sigma Investments, LLC.","New York, NY",nan,nan,"NA",5,43.8,"NA"
"Data Scientist - KDD Attendees","Capital One","McLean, VA",nan,nan,"NA",nan,51.0,"NA"
"Data Analyst - UberEVERYTHING Product Ops","Uber","San Francisco, CA 94103 (South Of Market area)",nan,nan,"NA",222,44.4,"NA"
"Data Scientist","JAMES RIVER MANAGEMENT","Richmond, VA",nan,nan,"NA",nan,nan,"NA"
"Computer Vision Scientist/Engineer / AI and Big Data Team","Intellipro Group Inc.","Santa Clara, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","State Farm Mutual Automobile Insurance Company","Bloomington, IL 61701",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist","Energy Sense Finance","Tampa, FL",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Engineer","Diffbot","Mountain View, CA",nan,nan,"NA",nan,nan,"NA"
"RQN045- Data Scientist","Virginia Tech Applied Research Corporation","Arlington, VA 22203 (Bluemont area)",nan,nan,"NA",324,53.4,"NA"
"Senior Data Scientist","Mercy","Chesterfield, MO",nan,nan,"NA",226,40.2,"NA"
"Machine Learning Developer","Lirio","Knoxville, TN 37922",nan,nan,"NA",nan,nan,"Lirio has an immediate need for a Machine Learning Developer to assist in advancing the design and development of the Lirio Machine Learning stack...."
"Machine Learning Scientist","DST Systems","Kansas City, MO",nan,nan,"NA",280,42.0,"We are currently hiring a Machine Learning Scientist to join our Applied Analytics division, product development team...."
"Analytical Consultant / Data Scientist - Advanced Analytics","SAS Institute","Cary, NC",nan,nan,"NA",90,51.0,"Familiarity with data mining approaches. As a member of the SAS Advanced Analytics Lab (AAL), you will support customer analytic business needs through..."
"Statistical Data Analyst","Star Gas Partners","Stamford, CT 06902 (Downtown area)",nan,nan,"NA",9,44.4,"Technical expertise regarding data models, database design development, data mining and segmentation techniques...."
"NA","Starbucks","Seattle, WA 98134 (Industrial District area)",nan,nan,"NA",nan,51.6,"Starbucks is looking for a decision scientist (similar role as Data Scientist, but with a bigger focus on consulting to address business questions through..."
"Statistical Analyst","AbbVie","Lake County, IL",nan,nan,"NA",328,51.6,"Accountable for providing Statistical Programming support for clinical trials by collaborating primarily with other statistical programmers, statisticians, and..."
"Data Scientist","Design Interactive","Orlando, FL 32817",nan,nan,"NA",nan,nan,"Machine Learning, Hierarchical Temporal Memory Models, Data Mining, Bayesian Decision Theory; Proven ability to write and win proposals in the area of Human..."
"Applied Researcher, Machine Learning","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Experience applying machine learning to significant big data problems. You will be counted on to be a subject matter expert on current academic and industry..."
"Data Scientist","Munich RE","Parktown, NC",nan,nan,"NA",15,52.8,"DATA SCIENTIST (m/f)*. The Data Scientist will cooperate closely with the Munich Reinsurance Munich (MRM) Data Analytics, MRM Motor and Property Consulting Unit..."
"Visual Data Scientist & Data Analyst","ASG Renaissance","Dearborn, MI 48124",nan,nan,"NA",6,52.8,"Problem formulation and design of solution Harvesting of data from multiple systems globally Collaborating with Analytics and IT teams to transforming the data..."
"Analytics Scientist","Ford Motor Company","Dearborn, MI",nan,nan,"NA",nan,52.8,"Incorporating corporate objectives and constraints Maintain models and algorithms on an ongoing basis Continuously explore ways to enhance models Develop model..."
"BCD Scientist: Entry Level","Eurofins Lancaster Laboratories Professional Scien...","Spring House, PA",nan,nan,"NA",nan,nan,"Conduct various types of data input, data audit, data transfer, manipulation and summarization relevant to non-clinical studies...."
"Data Scientist","Kaleidoscope","Dayton, OH",nan,nan,"NA",32,51.6,"We leverage our hospital access to conduct product and clinical research, data science and analytics, and observational research that supports our in-house..."
"Data Scientist - Pricing","J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)",nan,nan,"NA",575,44.4,"J.Crew is seeking a Data Scientist with an emphasis on Pricing Analytics to join our team of highly successful predictive analysts...."
"Tech Lead - Data Scientist, NLP","Grubhub","New York, NY",nan,nan,"NA",131,39.6,"Explore diverse data (structured and unstructured) of large volumes to develop models which help drive complex, real time data driven products with real world..."
"Data Scientist","adMarketplace","New York, NY",nan,nan,"NA",9,42.6,"You will be a member of a small but highly talented team that has data scientists and data analysts. In addition to machine learning and data mining libraries..."
"Healthcare Data Scientist- Evalytica - San Francisco, CA","Evidera","San Francisco, CA",nan,nan,"NA",7,44.4,"Evalyticaprovidesapositive, fast-paced,challenging and highly rewarding environment with unlimited opportunities for professional growth.EssentialDuties and..."
"Quantitative Credit Risk Analyst","Zions Bancorporation","West Valley City, UT",nan,nan,"NA",170,43.2,"Zions Bancorporation has an excellent opportunity available for a Quantitative Credit Risk Analyst in our Credit Risk Analytics Department...."
"Research Analyst","State of Washington","Olympia, WA",nan,nan,"NA",101,41.4,"The Joint Legislative Audit and Review Committee (JLARC) is recruiting for research analyst positions. JLARC Research Analysts develop, lead, and conduct"
"Quantitative Analyst","State of Wisconsin Investment Board","Madison, WI 53703 (Madison area)",nan,nan,"NA",nan,nan,"NA"
"Quantitative Researcher - Internship","Two Sigma Investments, LLC.","New York, NY",nan,nan,"NA",5,43.8,"Scientists in the truest sense, our Quantitative Research Associates navigate the full research process. Applying quantitative techniques and market intuition..."
"Data Scientist - Modeling","MSX International","Dearborn, MI 48120",nan,nan,"NA",168,51.0,"MSX International is currently seeking a Data Scientist - Modeling. Attribution modeling, optimization, operation research and other advanced techniques are..."
"NA","Qualcomm","San Diego, CA",nan,nan,"NA",782,52.2,"Location California - San Diego Overview Education Requirements Required: Master's, Computer Engineering and/or Computer Science and/or Electrical Engineering"
"Biostatistician I","Van Andel Institute","Grand Rapids, MI",nan,nan,"NA",6,40.8,"The Van Andel Research Institute Bioinformatics and Biostatistics Core is an energetic, innovative and diverse group of scientists that are passionate about..."
"Research Analyst","Academic Impressions","Denver, CO 80237 (Southeastern Denver area)",nan,nan,"NA",nan,nan,"You will hear, first-hand, the issues and challenges facing higher education, analyze trends and market qualitative data, and establish concepts and topics for..."
"Data Scientist","S&P GLOBAL MARKET INTELLIGENCE","Charlottesville, VA 22909 (North East area)",nan,nan,"NA",50,43.8,"Experience with data mining, machine learning, natural language processing, and data visualization. As a Data Scientist, you will be responsible for the..."
"Autonomous Driving Deep Learning Engineer (Full-time/Interns...","TuSimple","San Diego, CA",nan,nan,"NA",nan,nan,"NA"
"Statistical Analyst","STATinMED Research","Plano, TX",nan,nan,"NA",nan,nan,"Responsible to analyze and interpret numerical data from studies, surveys, and other sources and apply statistical methodology to provide information for..."
"Data Scientist 3, Fraud","WEX Inc.","South Portland, ME",nan,nan,"NA",25,42.6,"Discover opportunities for business growth by uncovering new insights, data assets, and products via applied data analysis...."
"Data Analyst/Scientist","QIAGEN","Waltham, MA",nan,nan,"NA",33,43.2,"Day to day, you will be doing signal analysis, data mining, ad-hoc analysis, data visualization, software engineering, and discussions on how the your results..."
"Data Scientist (Pre-Credit Acquisition Models)","OnDeck","Arlington, VA",nan,nan,"NA",6,43.2,"As a Data Scientist at OnDeck, you will:. Strong communication skills (including data visualization), and a penchant for effectively presenting findings of..."
"Data Scientist - Actimize division","NICE Systems","Hoboken, NJ",nan,nan,"NA",70,43.8,"NICE Actimize is currently seeking an experienced Data Scientist to join our dynamic and growing Fraud Analytics team...."
"Data Scientist","KSM Consulting","Indianapolis, IN 46240",nan,nan,"NA",nan,nan,"Modern data mining and machine learning methods. Application and development of machine learning and other advanced analytics algorithms...."
"Machine Learning Engineer","Adobe","San Jose, CA",nan,nan,"NA",320,52.2,"Work on machine learning algorithms, web services, distributed systems, data mining, big data, Hadoop, deep learning, recommendations, and more by developing a..."
"Senior Data Scientist (Contract to Hire)","Neal Analytics","Bellevue, WA",nan,nan,"NA",nan,nan,"Data Scientists at Neal are professionals who understand how to present compelling stories through data and create machine learning solutions that wow clients...."
"Data Science Intern - Fall 2017","FactSet","New York, NY 10016 (Gramercy area)",nan,nan,"NA",298,44.4,"Scientist and engineer. Design, build and deploy machine learning. Extract, transform, and load data. Proficiency with at least one of R, Python, Matlab...."
"Data Scientist","Equifax","Atlanta, GA",nan,nan,"NA",312,43.2,"NA"
"Data Science Statistician","Western & Southern Financial Group","Cincinnati, OH",nan,nan,"NA",123,40.8,"NA"
"Data Scientist","C.H. Robinson Worldwide, Inc.","Eden Prairie, MN 55347",nan,nan,"NA",516,42.0,"NA"
"Data Scientist (Mammalian Systems)","Intrexon Corporation.","Germantown, MD",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Engineer","Oculus VR","Menlo Park, CA",nan,nan,"NA",nan,nan,"NA"
"Machine Learning","Vertisystem","Santa Clara, CA",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Engineer","Interactive Data","New York, NY 10016 (Gramercy area)",nan,nan,"NA",39,40.8,"NA"
"Vans Data Scientist","Vans","Costa Mesa, CA 92627",nan,nan,"NA",385,51.6,"NA"
"Data Analyst","Counsyl","South San Francisco, CA 94080",nan,nan,"NA",3,39.0,"NA"
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","GameChanger","New York, NY",nan,nan,"NA",3,52.8,"NA"
"Data Scientist","Sony Interactive Entertainment PlayStation","Aliso Viejo, CA",nan,nan,"NA",7,51.0,"Job Description - work with team of data scientists and engineers to:. Experience using Machine Learning Algorithms on big (Terabytes) data...."
"Data Scientist","MONSANTO","St. Louis, MO",nan,nan,"NA",nan,52.2,"Data Scientist, Corporate Engagement:. This candidate will have a familiarity with techniques for analyzing social data, media coverage, business data,..."
"Data Analyst","Piper Companies","Raleigh, NC 27617 (Central area)",nan,nan,"$90,000 - $120,000 a year",nan,nan,"Use Python and R as well as other tools to provide ETL, Data Cleansing and Data Mining of large, complex data sets derived from multiple sources...."
"Data Scientist","Huxley Banking & Financial Services","Wilmington, DE",nan,nan,"NA",nan,nan,"Work with large datasets, including sampling, data mining, data wrangling, exploratory analysis, statistical analyses and data visualization...."
"Data Scientist","UTC Aerospace Systems","Charlotte, NC",nan,nan,"NA",771,43.2,"Working knowledge and familiarity with statistical models, machine learning, data munging and scalable data mining techniques are essential...."
"Junior Data Scientist : Coop","Nokia","Murray Hill, NJ",nan,nan,"NA",nan,51.6,"Data science, analytics, machine learning. Serving customers in over 100 countries, our research scientists and engineers continue to invent and accelerate new..."
"Enterprise Analytics Data Scientist 2/3","Northrop Grumman","McLean, VA 22107",nan,nan,"NA",nan,51.6,"Northrop Grumman Enterprise Analytics is seeking a Data Scientist to join our team. Experience with Machine learning Text Mining and Sentiment...."
"Undergraduate Internship/Co-op Program - Data Scientist","Central Intelligence Agency","Washington, DC",nan,nan,"$21.44 - $25.84 an hour",111,53.4,"Students serving as Data Scientist interns work side-by-side with other data scientists using advanced hardware and software to create and develop computational..."
"Machine Learning Scientist","Adobe","San Jose, CA",nan,nan,"NA",320,52.2,"The Adobe Document Cloud Data team is looking for experienced machine learning scientists to help us unlock value and meaning from the billions of documents..."
"Machine Learning Researcher Intern","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"Amazon has multiple positions available for Machine Learning Researcher Interns in Seattle, Palo Alto, Boston, New York, Pittsburgh, Los Angeles, Irvine, San..."
"Data Scientist","Hearts & Science","Los Angeles, CA",nan,nan,"NA",nan,nan,"In leveraging the DNA of a marketing agency with a talent pool of developers, data scientists and Ph.Ds, we hold a unique position in the increasingly crowded..."
"PQSCA Data Scientist","Alcon Labs","Fort Worth, TX",nan,nan,"NA",705,43.8,"Review and monitor data across functional areas to ensure consistency and application of data standards and data quality...."
"Data Scientist // Wilmington, DE // Full-time","Sariansolutions","Wilmington, DE",nan,nan,"NA",nan,nan,"Experienced in Data analysis ,Analysis, Predictive Modeling, Data Analytics/Analysis and Data Mining techniques...."
"Data Scientist","Diaspark","Manhattan, NY",nan,nan,"NA",26,44.4,"Strong skills in statistical analyses with abilities in advanced data management and statistical programming using python, R, Java, and/or other languages...."
"Associate Data Scientist - Machine Learning","Walmart","Austin, TX 78716",nan,nan,"NA",nan,42.6,"Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 7 years experience in an..."
"Sr. Data Scientist","fedex","Memphis, TN",nan,nan,"NA",nan,44.4,"Utilize key tools, computer languages or packages (such as SAS, SQL, UNIX, R, Python, Spark, Tableau, Spotfire, Adobe Analytics, Adobe Audience Manager, Google..."
"Quantitative Researcher: Machine Learning (SmartYield)","The Climate Corporation","Saint Louis, OR",nan,nan,"NA",3,55.2,"Design and prototype models based on machine learning, data mining, and statistical modeling in order to solve challenging analytics problems ranging from..."
"Machine Learning/Deep Learning Engineer","SKIP","New York, NY",nan,nan,"NA",10,51.0,"Experience across a wide variety of deep learning techniques such as supervised learning, one-shot learning, reinforcement learning, synthetic gradients, and..."
"Genomic Data Scientist","Second Genome","South San Francisco, CA 94080",nan,nan,"NA",nan,nan,"Our informatics team actually interacts with our lab scientists to propose and develop novel scientific hypotheses for testing...."
"Principal Quantitative Analyst","Capital One","New York, NY",nan,nan,"NA",nan,51.0,"Work on various ad hoc quantitative, modeling, and programming assignments using R, Python, SAS, Matlab, SQL, Access and VBA...."
"Machine Learning Engineer","Entefy Inc.","Palo Alto, CA",nan,nan,"NA",nan,nan,"Minimum 5 years of experience in Machine Learning tools and algorithms specially in unstructured data classification and clustering...."
"Data Scientist / Machine Learning Architect / Developer","Profitect Inc.","Waltham, MA 02451",nan,nan,"NA",nan,nan,"Profitect is seeking a data scientist with expertise in machine learning and its use in identifying opportunities in customer data...."
"Data Scientist","Indeed","Seattle, WA",nan,nan,"NA",191,53.4,"As a Data Scientist at Indeed your role is to follow the data. We are looking for a mixture between a statistician, scientist, machine learning expert and..."
"Data Scientist - Supply Chain & Logistics - JO-1707","Encore Search Partners","Fayetteville, AR",nan,nan,"NA",nan,nan,"Lead data mining and analytics projects with high potential return. Identify and prioritize enterprise data analytics opportunities...."
"Director, Data Science","Fidelity Investments","Durham, NC",nan,nan,"NA",nan,51.6,"Mentor and coach data organization to enable data engineers as data scientists. Lead one of the most innovative practices in Asset Management where data..."
"Statistical Analyst","Walmart","Bentonville, AR 72712",nan,nan,"NA",nan,42.6,"Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 3 years experience in an..."
"NA","maven","Chicago, IL",nan,nan,"NA",nan,nan,"2 -5 years of experience as a researcher applying data mining and or machine learning techniques to solve challenging problems in any...."
"Software Engineer/Data Scientist, NLP","Twitter","San Francisco, CA 94103 (South Of Market area)",nan,nan,"NA",39,51.6,"NA"
"Machine Learning Researcher","ARM Ltd.","Austin, TX",nan,nan,"NA",nan,nan,"Conduct research on efficient machine learning methods - supervised learning, unsupervised, reinforcement, and/or deep learning...."
"Advanced Analytics Consultant","Slalom Consulting","Seattle, WA 98104 (First Hill area)",nan,nan,"NA",25,43.8,"Working knowledge of Python, R, or other advanced analytics platforms. Familiarity with advanced analytics techniques for unstructured data...."
"Data Scientist Specialist","Accenture","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",nan,51.0,"Data Scientists are expected to collaborate with other data scientists, subject matter experts, sales, and delivery teams from Accenture locations around the..."
"GBSC Analyst Data Scientist","MasterCard","O'Fallon, MO",nan,nan,"NA",260,51.6,"Proficient knowledge of advanced statistical analysis and data mining methodologies. Research, evaluate, implement, and present statistical methods to provide..."
"Cyber Security Data Scientist","Citi","Irving, TX",nan,nan,"NA",nan,44.4,"Data visualization and analytics. Practical knowledge in data mining with focus in text mining and pattern discovery...."
"Machine Learning Engineer","Dropbox","San Francisco, CA",nan,nan,"NA",15,44.4,"Requirements BS and MS in Computer Science or related field with research in machine learning 3+ years of experience building machine learning or AI systems..."
"SR. DATA ANALYST","University of Washington","Seattle, WA",nan,nan,"NA",645,52.2,"NA"
"Associate Statistician- Modeling & Simulation - Waltham","Evidera","Boston, MA",nan,nan,"NA",7,44.4,"NA"
"Director, Data Science-R, Python, Strategy","Fidelity Investments","Smithfield, RI",nan,nan,"NA",nan,51.6,"Background with machine learning and experience in Big data. Are seasoned Data Scientist with outstanding interpersonal and communication...."
"Data Scientist","thyssenkrupp Materials NA Inc.","Southfield, MI",nan,nan,"NA",870,44.4,"Predictive and prescriptive analytics including machine learning and experience writing algorithms in one or more high level languages (Python, R, Java, or..."
"Sr. Statistical Analyst Data Analytics-ISD","Walmart","Bentonville, AR 72712",nan,nan,"NA",nan,42.6,"Bachelors degree in Statistics, Economics, Analytics, Mathematics, Computer Science, Information Technology or related field and 5 years experience in an..."
"SCIENTIST","Department of the Navy","Crane, IN",nan,nan,"$60,210 - $111,560 a year",nan,53.4,"Performing professional scientific work developing or maintaining computerized technologies for Product Data Management (PDM) systems utilizing programming..."
"Data Analyst II/III","Etech Hi Inc.","Brewer, ME",nan,nan,"$120,000 a year",nan,nan,"Data analyst, data programmer, data scientists, analytic officer, data and analytics officer, business analytics, health analytics...."
"Data Scientist - Product Strategy & Research","Instructure","Salt Lake City, UT",nan,nan,"NA",14,52.8,"Developing and prototyping learning analytics diagnostic & predictive models in coordination with the Product Analytics team, using various machine learning and..."
"NA","Capital One","McLean, VA",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"Data Scientist","SEI","Oaks, PA",nan,nan,"NA",165,43.8,"NA"
"Associate, Data Scientist","E*TRADE FINANCIAL","Menlo Park, CA",nan,nan,"NA",239,43.2,"NA"
"Data Scientist","World Wide Technology, Inc.","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",12,40.8,"NA"
"Data Scientist","S&P Global","Charlottesville, VA",nan,nan,"NA",33,43.8,"NA"
"Data Scientist","MacAulay-Brown, Inc. (MacB)","Linthicum Heights, MD",nan,nan,"NA",67,52.8,"NA"
"Data Scientist","Tumblr","New York, NY",nan,nan,"NA",9,52.8,"NA"
"Data Scientist","Altamira Technologies Corporation","Virginia",nan,nan,"NA",4,42.0,"Altamira is seeking a Data Scientist:. He or she must demonstrate on-the-job experience with leveraging multiple data management tools to organize relevant..."
"Data Scientist","OnDeck","New York, NY",nan,nan,"NA",6,43.2,"NA"
"Data Scientist","Domo, Inc.","American Fork, UT 84003",nan,nan,"NA",25,44.4,"NA"
"NA","Amazon Corporate LLC","Seattle, WA",nan,nan,"NA",nan,43.2,"NA"
"Data Analyst","Market Force Information","Norcross, GA",nan,nan,"NA",24,44.4,"NA"
"Reporting & Analytics Data Scientist (Maplewood, MN)","3M","Maplewood, MN",nan,nan,"NA",nan,51.6,"NA"
"Data Scientist (1), Optimization","AdRoll","San Francisco, CA 94103 (South Of Market area)",nan,nan,"NA",5,51.0,"NA"
"Data Scientist","MetroPlus Health Plan","New York, NY",nan,nan,"$90,000 - $115,000 a year",62,41.4,"NA"
"Data Engineer (Generalist)","Rocketmiles","Brooklyn, NY",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Talent Solvers","United States",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Remind","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist Risk Analytics","Signifyd","San Jose, CA",nan,nan,"NA",nan,nan,"Data Scientist Risk Analytics. You will collaborate with other data scientists and engineers to build data pipelines, do feature prototyping, and write..."
"IFG Data Scientist Whiz!","IFG","Bethesda, MD",nan,nan,"$120,000 a year",13,43.8,"Data Scientists need to analyze financial data, predict future trends, and isolate unexpected correlations...."
"Machine Learning Scientist","EBSCO Information Services","Ipswich, MA",nan,nan,"NA",20,40.2,"Machine Learning Scientist. Based at our Ipswich, Massachusetts office, the Machine Learning Scientist will help to enhance, and build industry-leading..."
"Data Scientist","Kimberly-Clark","Neenah, WI",nan,nan,"NA",839,51.0,"Data scientists must communicate effectively up and down the data supply chain:. Moreover, data scientists must be creative in sourcing data, modeling problems..."
"Data Scientist","SOSi","Reston, VA",nan,nan,"NA",76,43.2,"Experience in data mining, computational linguistics, Natural Language Processing, Machine Learning and Predictive analytics is a must...."
"Data Scientist","Macmillan Learning","Boston, MA",nan,nan,"NA",4,55.8,"The Data Scientist will be extracting data from multiple business systems and analyze to reveal insights and trends;..."
"Data Scientist","Rodale Inc.","New York, NY",nan,nan,"NA",nan,nan,"Data Scientist Operations Apply with LinkedIn Apply..."
"Research Data Analyst","Kent Consortium","Grand Rapids, MI",nan,nan,"$78,161 - $88,248 a year",nan,nan,"Serve as a data subject matter expert and demonstrate an understanding of key data management principles and data use. Research Data Analyst...."
"Data Scientist","Eisai","Andover, MA 01810",nan,nan,"NA",21,51.0,"NA"
"Data Scientist, Algorithms","Wayfair","Boston, MA 02116 (South End area)",nan,nan,"NA",185,42.0,"NA"
"Data Scientist III","Aviall, Inc.","Irving, TX 75063",nan,nan,"NA",37,44.4,"NA"
"Sr. Data Scientist - User & Product Analytics","Tumblr","New York, NY",nan,nan,"NA",9,52.8,"NA"
"Data Scientist - HR Analytics","Cigna","Philadelphia, PA",nan,nan,"NA",nan,43.2,"NA"
"NA","Logistics Management Institute","Alexandria, VA",nan,nan,"NA",20,51.6,"Developing project deliverables, conducting analysis, and responding to client requests Assist in STEM planning and strategy activities Provide input to data..."
"Data Scientist","Signature Science, LLC","Austin, TX 78759 (Arboretum area)",nan,nan,"NA",11,30.0,"NA"
"Research Scientist: LIDAR, LADAR, Laser Remote Sensing","Lockheed Martin","Louisville, CO 80027",nan,nan,"NA",nan,51.6,"NA"
"Statistical Research Specialist I","State of Oklahoma","Oklahoma",nan,nan,"$2,831 a month",85,42.0,"Two years working experience in data management or data matching. Applicants may be subject to a background check...."
"Associate Data Scientist","MetLife","Raleigh, NC 27607 (Northwest area)",nan,nan,"NA",nan,44.4,"NA"
"ALM Quantitative Analyst","U.S. Bank","Minneapolis, MN",nan,nan,"NA",nan,43.2,"Basic SQL skills for data collection, analysis, and manipulation with exposure to large data sets. Gather and analyze data from source applications using SQL..."
"Data Analyst - Infrastructure & Operations","McKesson","Scottsdale, AZ 85262",nan,nan,"NA",nan,43.2,"By providing critical analytics support, this person will work with Technologists, Data Scientists and Data Engineers to develop insights and analytic models to..."
"Data Scientist - Search","Ancestry","San Francisco, CA",nan,nan,"NA",47,43.2,"Research experience in a relevant field, such as information retrieval, machine learning, NLP or recommendation systems...."
"Public Sector Data Scientist","PricewaterhouseCoopers LLC","McLean, VA 22108",nan,nan,"NA",nan,51.0,"Our Data and Analytics consultants help clients maximize the value of their data. Information strategy, architecture and governance, get the most value from..."
"Lead Data Scientist for Data Analytics","Jet Propulsion Laboratory","Pasadena, CA",nan,nan,"NA",63,52.8,"JPL is seeking a Lead Data Scientist for Data Analytics and Uncertainty Quantification to advance data science theory and practice across the JPL mission..."
"Quantitative Analyst - Professional","Freddie Mac","McLean, VA 22102",nan,nan,"NA",383,51.0,"Use techniques from statistics, machine learning, and other data sciences to estimate predictive models from numeric, categorical, textual, geographic, and..."
"Information Security Data Scientist","Capital Group","San Antonio, TX 78251",nan,nan,"NA",200,51.6,"The Security Data scientist will be expected to uplift our current data science program by using skillsets such as mathematical modeling, machine learning and..."
"Data Scientist/Software Engineer","Systems & Technology Research","Arlington, VA 22203 (Bluemont area)",nan,nan,"NA",nan,nan,"Develop tools and techniques for characterizing very large, multi-modal data sets, which can be applied to problems in graph analytics, text analytics, activity..."
"Scientist II","Merck","West Point, PA",nan,nan,"$55,000 a year",nan,nan,"The successful candidate should show ability to work independently, follow procedures precisely, and generate analytical data consistently...."
"Data Scientist","Pragmatics","Suitland, MD",nan,nan,"NA",19,43.8,"NA"
"R/Shiny Developer/Data Scientist","Snap Finance","Salt Lake City, UT",nan,nan,"NA",3,52.8,"NA"
"Data Research Analyst Intern","Kingland Systems","Ames, IA 50014",nan,nan,"NA",7,40.8,"Continue to enhance data quality over time on new and existing data through continual data clean-up efforts. Twenty-five years ago we launched Kingland with a..."
"Machine Learning Engineer","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"NA"
"Data Scientist","United Technologies Corp. Headquarters","Brooklyn, NY",nan,nan,"NA",535,43.8,"NA"
"Machine Learning Data Engineer","Capital One","Tysons Corner, VA",nan,nan,"NA",nan,51.0,"NA"
"Analyst - Statistics and Operations Research","United Airlines Inc.","Chicago, IL 60601 (Loop area)",nan,nan,"NA",nan,51.0,"NA"
"Quantitative Analyst","Houzz","Palo Alto, CA 94301 (Professorville area)",nan,nan,"NA",12,43.8,"NA"
"Data Scientist","Schireson Associates","New York, NY 10018 (Clinton area)",nan,nan,"NA",nan,nan,"NA"
"NA","Louis Berger","Elmsford, NY",nan,nan,"NA",60,51.0,"NA"
"Statistical Modeler","Sallie Mae","Newark, DE",nan,nan,"NA",448,42.6,"1-2 years of experience building statistically based models using SAS, SQL, R or comparable coding language. Respond to requests for data and analytics needed..."
"Scientist, Asc (AR)","Emory University","Atlanta, GA",nan,nan,"$70,600 a year",316,51.6,"Demonstrates increased responsibility through management of teams and leadership of scientific projects by applying advanced knowledge, skills, and input..."
"Senior Data Scientist","CubeSmart","Malvern, PA",nan,nan,"NA",93,42.0,"MS/PhD in a quantitative discipline (Operations Research, Statistics, Engineering, Mathematics) with 1-5 years of relevant professional experience (including..."
"Machine Learning Engineer #priority","Blueprint Consulting Services","Bellevue, WA",nan,nan,"NA",12,31.8,"As a Machine Learning Engineer, you will be part of a core team designing and building an enterprise grade big data processing platform, design and build proof..."
"R & Shiny Statistical Programmer","Certara","Menlo Park, CA",nan,nan,"NA",nan,nan,"The R & Shiny Statistical Programmer will work on our online and interactive Clinical Outcomes Database Explorer (CODEx) interface, which allows our clients to..."
