"jobtitle","company","location","salary","companysize","companyrating","summary"
"Data Scientist","CreativeLive","San Francisco, CA 94107 (South Of Market area)","NA",nan,nan,"SQL, R, SPSS, SAS, Excel, Tableau and with at least 1 scripting language (e.g. 4+ years of demonstrated success in data or product analytics, preferably in a..."
"Data Scientist 3, Fraud","WEX Inc.","South Portland, ME","NA",26,43.2,"Discover opportunities for business growth by uncovering new insights, data assets, and products via applied data analysis...."
"Data Scientist","CATCH Intelligence","Topeka, KS","NA",nan,nan,"Reports to the Manager of Operational Analytics, candidate utilizes skills in data preparation, statistics, predictive modeling and machine learning to promote..."
"Data Scientist - Pricing","J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)","NA",588,44.4,"J.Crew is seeking a Data Scientist with an emphasis on Pricing Analytics to join our team of highly successful predictive analysts...."
"Data Analyst - Banking Analytics","McKinsey & Company","Houston, TX","NA",278,52.8,"Advanced knowledge of machine learning /statistical techniques, data mining, (gradient boosting, random forest, deep learning/AI, regression, decision trees,..."
"Data Scientist, Health Policy and Research","Nuna","San Francisco, CA","NA",nan,nan,"Nuna partners with healthcare payers, including government agencies, health plans, and self-insured employers, to turn data into learnings and information into..."
"Data Analyst","CareDash","Cambridge, MA","NA",nan,nan,"In this role you will work closely with a team of account managers, data scientists and engineers and will be responsible for deploying, reporting and..."
"Data Scientist 3 with CACI International Inc","CACI International Inc","North Charleston, SC","NA",nan,44.4,"Minimum 5 years of experience (including graduate school) training machine learning models, applying and developing text mining / NLP techniques...."
"Data Scientist, Mid with Booz Allen Hamilton","Booz Allen Hamilton","Tampa, FL","NA",nan,44.4,"Data Scientist, Mid. 3+ years of experience as a data scientist. Experience with leveraging scientific methods to inform qualitative and quantitative analyses...."
"Data Scientist - Power Engineering Analytics","Sentient Energy Inc.","Burlingame, CA 94010","NA",nan,nan,"Sentient Energy is looking for a Data Scientist, a full-time position on the Data Science and Analytics team...."
"Data Science Intern, Summer 2018","Groupon","Chicago, IL 60654 (Loop area)","NA",534,42.6,"Qualifications Currently enrolled in an MS or PhD program in Computer Science, Software Engineering, Math, Statistics or related field Preferred emphasis on..."
"Supervisory Data Scientist","Department of Homeland Security","Arlington, VA","$131,767 - $161,900 a year",nan,44.4,"Basic Qualification Requirements for Data Scientist, GS-1501:. This GS-15 grade level position has a starting salary of $131,767 and closing salary of $161,900...."
"Bioinformatics/Data Science Concierge - Boston","Scientist","Boston, MA","NA",nan,nan,"Allows you to help make the world a better place Send your resume and contact info to jobs@scientist.com and include the job title in the subject line...."
"Deep Learning Data Scientist","TekVizor","Boston, MA","NA",nan,nan,"Senior Data Scientist - Deep Learning*. Experience in deep learning, deep neural networks, CNN, random forests, classifiers or Artificial Intelligence...."
"Associate Data Scientist","Nuna","San Francisco, CA","NA",nan,nan,"Nuna partners with healthcare payers, including government agencies, health plans, and self-insured employers, to turn data into learnings and information into..."
"NA","maven","New York, NY","NA",nan,nan,"2 -5 years of experience as a researcher applying data mining and or machine learning techniques to solve challenging problems in any Industry...."
"Data Analyst","Alliance Health Networks","South Jordan, UT","NA",7,31.2,"Openly communicate with Developers, Data Engineers, and Data Scientists while adapting to changing business objectives...."
"Data Scientist with R Programming Experience","Cognizant","New York, NY","NA",nan,51.0,"Should have extensive experience in using R for data manipulation, data blending, creating functions/scripts etc...."
"Data Sciencist Junior","Plastic Omnium","Greer, SC","NA",164,43.8,"VIE - DATA SCIENTIST JUNIOR- USA (GREER). Contributing to collect and analyzing production data. Collecting and storing data within a new IT infrastructure...."
"Data Sciencist Junior","HR Communications Manager","Greer, SC","NA",nan,nan,"VIE - DATA SCIENTIST JUNIOR- USA (GREER). Contributing to collect and analyzing production data. Collecting and storing data within a new IT infrastructure...."
"Senior Data Scientist, Deep Learning","Pacific Northwest National Laboratory","Seattle, WA","NA",60,51.6,"Research of interest includes the development, implementation, and resulting analyses related to quantitative social science, human language technologies,..."
"Statistical and Database Analyst","Endeavor Air","Minneapolis, MN","NA",42,42.6,"Develop data mining queries from system databases and statistical data models for comprehensive analysis. Ensure accuracy of essential data records through..."
"Data Scientist","LendUp","San Francisco, CA","NA",nan,nan,"Learn from some of the smartest and most experienced data scientists and engineers in the world. We want you to apply the best machine learning techniques to..."
"Data Science Assistant","Byte Academy","New York, NY","NA",nan,nan,"You will work closely with our Data Scientist and Lead of Career Services to automate and analyze student data. Data acquisition and entry...."
"Data Scientist Analyst Stf","Lockheed Martin","Littleton, CO 80127","NA",nan,51.6,"The Data Scientist understands structure and techniques of data analysis and can lead data analysts. Applying data science against open source media to support..."
"Freelance Data Scientist","Fractl","Remote","NA",5,52.2,"NA"
"Machine Learning","Twitter","San Francisco, CA 94103 (South Of Market area)","NA",40,51.0,"You will work with our team of experts in machine learning and software engineering to build powerful and scalable models and surface the most relevant content..."
"Data Scientist","Smule","San Francisco, CA 94107 (South Of Market area)","NA",3,55.2,"You will be responsible for creating data products with direct visibility from users. You should be comfortable with software engineering, math, statistics, and..."
"NA","Southwest Airlines","Dallas, TX","$15 an hour",826,53.4,"NA"
"Clinical Data Scientist","Medtronic","Chanhassen, MN","NA",nan,51.0,"NA"
"ASSOC DATA SCIENTIST (26534) with Greenville Health System","Greenville Health System","Greenville, SC","NA",257,43.2,"Develops and executes financial and clinical data analytics and analysis based on claims (administrative) data and electronic medical records (EMR) with a focus..."
"Assoc, Data Scientist","Discover Financial Services","Riverwoods, IL","NA",nan,51.0,"O Expertise in advanced analytics, statistical techniques and machine learning using Python, PySpark, H2O, R, GraphX, Hive, Pandas, SQL, MLLib and related tools..."
"Signal Processing Data Scientist","The Aerospace Corporation","El Segundo, CA 90245","NA",59,51.6,"Advanced degree in the area of digital communications, machine learning or signal processing. Our state-of-the-art laboratory facilities are staffed by some of..."
"Sr Data Scientist","Consultants 2 Go","Chicago, IL","NA",nan,nan,"Conduct statistical data analysis, including exploratory data analysis, data mining, and document key insights and findings...."
"Healthcare Statistician / Data Scientist","ThinkingAhead","Pittsburgh, PA","$110,000 a year",nan,nan,"Statistician / Data Scientist. Knowledge of CMS data, census data, public health data, is highly desirable.*...."
"Research Scientist","Tableau","Seattle, WA","NA",24,42.0,"In particular, we are looking for people who can rapidly innovate in disciplines such as information visualization, human-computer interaction, databases,..."
"Data Science Analyst","CEI","Washington, DC","$80,000 - $100,000 a year",113,43.8,"(e.g., as a Statistician / Data Scientist / Computational Biologist / Bioinformatician). Data Science Analyst*...."
"AI / Machine Learning Engineer","HuntSource","Austin, TX","NA",nan,nan,"Experience creating and leveraging AI systems and techniques such as machine learning, NLP, Deep Learning, neural nets, knowledge induction, and/or statistical..."
"Quantitative Analytics & Model Development Analyst Sr","PNC Financial Services Group","Pittsburgh, PA 15289 (Central Business District area)","NA",nan,43.2,"(i) 1 year of quantitative modeling, analytical and research skills including regression modeling, time series modeling, machine learning, Monte Carlo..."
"Associate Data Scientist, EAB (Full Time Starting Summer 201...","The Advisory Board Company","Washington, DC","NA",107,43.2,"NA"
"Analyst","Exponent","Oakland, CA","NA",18,51.0,"Performing preliminary data processing and data analytics. Our multidisciplinary team of scientists, engineers, physicians, and regulatory consultants brings..."
"Data Scientist - Grid Analytics","Sentient Energy Inc.","Burlingame, CA 94010","NA",nan,nan,"Applying statistical and machine learning techniques to predict grid performance based on captured disturbance and outage data...."
"Data Scientist","23andMe, Inc.","Mountain View, CA 94041","NA",2,39.0,"This role requires regular interaction with team leads from each part of the company Strong applied statistics and data visualization skills An online sample of..."
"Data Scientist / Engineer","Harvard University","Boston, MA","NA",396,52.8,"Experience with machine learning, deep learning, and convolutional neural networks. Large data handling...."
"Machine Learning Engineer","Creospan Solutions","Chicago, IL","$75 - $90 an hour",nan,nan,"Machine Learning Engineer*. Understanding of various deep machine-learning techniques. Reaches out to support and collaborate with other technology functional..."
"Data Scientist- Finance, Ads & Markets Analytics","Spotify","New York, NY 10011 (Chelsea area)","NA",27,53.4,"Understand and predict the health of various Markets to help drive their regional strategies and deep dive into regional trends to uncover the root cause...."
"Quantitative Analyst","Hancock Holding Company","New Orleans, LA","NA",118,42.0,"NA"
"Research Scientist","The University of Pittsburgh","Pittsburgh, PA","$46,644 - $76,440 a year",366,52.2,"May participate in the preparation of writing of scientific research papers and manuscripts for publication and lecture...."
"Data Scientist / Engineer","SemanticBits","Remote","NA",2,51.0,"Strong grasp of statistics and data mining techniques (machine learning, classification, cluster analysis, data mining, databases, and visualization)...."
"Associate Data Scientist","USAA","San Antonio, TX","NA",990,51.0,"Applies predictive analytics, machine learning, simulation, and optimization techniques to generate management insights and enable customer-facing applications;..."
"Data Scientist","Dotdash","New York, NY","NA",nan,nan,"Bachelors/Masters Degree in relevant field and 2+ years of industry experience as a data scientist, or PhD in a relevant quantitative field with a proven..."
"Statistical Analyst","Management Support Technology, Inc. (MSTI)","Washington, DC","NA",nan,nan,"Perform scientific work in applying statistical theories, techniques, and methods for gathering, studying, analyzing, interpreting, and reporting on performance..."
"Data Scientist","Zimmerman Advertising","Dallas, TX","NA",42,32.4,"The Data Scientist position requires a multidisciplinary approach to technology, business, and marketing applied together to unlock insights hidden within our..."
