"jobtitle","company","location","longitude","latitude","salary","companysize","companyrating","summary"
"Software Engineer - Data","GCV Solutions","Washington, DC",nan,nan,"NA",nan,nan,"Provide support for the 'data retrograde' tool that provides a solution to sort out relevant documents from a larger data set and operate, maintain, and update..."
"Computer Vision","Argo AI","Pittsburgh, PA",nan,nan,"NA",nan,nan,"Structure-from-motion, calibration, pose estimation, scene reconstruction, (multi-view/motion) stereo, optical flow, image/point cloud registration and object..."
"Data Scientist - Pricing","J.Crew Group, Inc.","New York, NY 10003 (Greenwich Village area)",nan,nan,"NA",575,44.4,"Machine learning background a plus. J.Crew is seeking a Data Scientist with an emphasis on Pricing Analytics to join our team of highly successful predictive..."
"Co-Founder and CTO","Is It Lit","Los Angeles, CA",nan,nan,"NA",nan,nan,"IIL is an early stage startup looking to change the way people think about nightlife. Working closely with the CEO, Co-Founder and CTO will be in charge of"
"Principal Data Scientist","Accenture","San Diego, CA",nan,nan,"NA",nan,51.0,"Analytics statistical models, machine learning methods and solutions for. Learning models that work in a production setting...."
"NA","maven","New York, NY",nan,nan,"NA",nan,nan,"They tackle some of the most fascinating problems that sit at the intersection of computer science, statistics, AI, machine learning and the financial markets..."
"Software Engineer","EyeQue Corporation","Newark, CA",nan,nan,"NA",nan,nan,"Experience in cloud based technologies like Hadoop/Apache Spark, NoSQL and machine learning techniques. EyeQue is on a mission to elevate eye care...."
"CTO","Sphere, Inc.","Pittsburgh, PA",nan,nan,"NA",nan,nan,"Our platform centers on an algorithm, so familiarity with machine learning is an important asset. We believe in privacy...."
"Backend Engineer (Data Science Team)","Casetext","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Associate Data Scientist","ZestFinance","Los Angeles, CA",nan,nan,"NA",3,39.0,"Understanding of statistical analysis, algorithm development, and advanced machine learning techniques...."
"Marketing Data Scientist","NCSOFT","San Mateo, CA",nan,nan,"NA",3,31.2,"NA"
"Data Scientist (Associate) - Intelligent Solutions","JP Morgan Chase","New York, NY 10001 (Chelsea area)",nan,nan,"NA",nan,44.4,"Machine learning techniques including supervised and unsupervised models. JP Morgan Chase & Co...."
"Software Engineer, Performance, Waymo","Google","Mountain View, CA",nan,nan,"NA",nan,52.8,"Familiarity with computer vision, machine learning and deep nets. Waymo's mission is to improve people's lives by transforming mobility...."
"Software Engineer, Verily Life Sciences","Google","Mountain View, CA",nan,nan,"NA",nan,52.8,"Web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, machine learning, information retrieval,..."
"Software Engineer, YouTube","Google","Mountain View, CA",nan,nan,"NA",nan,52.8,"Web application development, Unix/Linux environments, mobile application development, distributed and parallel systems, big data, machine learning, information..."
"Digital Data Scientist","JP Morgan Chase","New York, NY 10001 (Chelsea area)",nan,nan,"NA",nan,44.4,"Publications in top machine learning, AI or data science conferences and journals are highly desirable. MS/PhD in a quantitative discipline such as Statistics,..."
"Data Scientist / Statistician / Economist","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Regression analysis, causal inference, time series analysis, GLM, logistic regression, probability theory, regularization, interest in machine learning..."
"Data Scientist, Entry Level - Applied Natural Language Proce...","Pacific Northwest National Laboratory","Seattle, WA",nan,nan,"NA",60,51.6,"\- have experience applying machine learning, statistics, and mathematical modeling to problems in the human language technology domain...."
"Data Analytics Engineer","R2integrated, LLC","Baltimore, MD 21202 (Old Town area)",nan,nan,"NA",nan,nan,"Understand the Key Performance Indicators/Metrics that show movement within the marketing objectives, e.g., leads, new customers, social mentions Build internal..."
"Google Brain Resident, 2017 Start (Fixed Term Employee)","Google","Mountain View, CA",nan,nan,"NA",nan,52.8,"The goal is to train residents to do research in machine learning and deep learning, so regardless of background, applicants should be passionate about the..."
"Data Analyst","King Memory LLC","Columbus, OH",nan,nan,"NA",nan,nan,"NA"
"Associate Big Data Engineer","Gallup","Omaha, NE",nan,nan,"NA",101,44.4,"NA"
"Data Engineer","Genesis Solutions Group, LLC","Chicago, IL",nan,nan,"NA",nan,nan,"NA"
"Deep Learning Engineer","Ouster","San Francisco, CA",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Schaeffler Group","Fort Mill, SC",nan,nan,"NA",418,44.4,"NA"
"Security, Applied Machine Learning Engineer","Microsoft","Redmond, WA 98052",nan,nan,"NA",nan,52.2,"NA"
"Business Intelligence/Data Engineer","Bellacor.com, Inc.","Minneapolis, MN",nan,nan,"NA",nan,nan,"NA"
"Data Scientist","Sitecore","Sausalito, CA",nan,nan,"NA",3,51.0,"NA"
"Software Engineer","Google","New York, NY 10011 (Chelsea area)",nan,nan,"NA",nan,52.8,"NA"
"Data Scientist","NA","New York, NY",nan,nan,"NA",nan,44.4,"5+ years of experience using machine learning, performing data mining and statistical modeling. Work with business and technology teams to design and supervise..."
"Bioinformatics Scientist 1","Illumina","San Diego, CA 92101",nan,nan,"NA",91,42.6,"Design, prototype, and implement computational algorithms that utilize both statistical and machine learning approaches...."
"Data Analyst","RangTech","Jersey City, NJ",nan,nan,"NA",11,54.6,"Statistics and machine learning techniques. Machine learning models for categorizing web pages and content. Experience in building production machine learning..."
"Beta Program Machine Learning Engineer","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Strong expertise in various facets of machine learning and natural language processing, such as classification, feature engineering, information extraction,..."
"Data Engineer","Micron","Boise, ID",nan,nan,"NA",347,44.4,"Work closely with the TD Data Science team to implement strategies for cleaning and preparing data for analysis, to develop data imputation algorithms, and..."
"Principal Data Scientist Machine Learning","Glassdoor","Mill Valley, CA 94941",nan,nan,"NA",19,43.8,"Experience with distributed machine learning frameworks, like Spark, etc. Deep understanding of machine learning and statistical modeling with their underlying..."
"Data Scientist","Riverside Research","Washington, DC",nan,nan,"NA",7,53.4,"Use programming languages and other analytic techniques to develop statistical algorithms and models, machine learning, and visualizations for modeling purposes..."
"NA","HelloFresh","New York, NY",nan,nan,"NA",91,39.6,"Support efforts across the operations organization (supply planning, logistics, procurement, production, etc) leveraging data and advanced statistical and..."
"Research Scientist","Teledyne Scientific & Imaging","Durham, NC",nan,nan,"NA",337,43.8,"Define, develop and deliver novel solutions to broad range of problems including data analytics, computational neuroscience, computer vision, signal processing,..."
"Data Science Engineer, Systems","MachineZone","Palo Alto, CA",nan,nan,"NA",nan,nan,"Understanding of modern machine learning techniques (i.e. Familiarity/experience with machine learning models, statistical modeling and validation...."
"Data Scientist","Brandless","San Francisco, CA",nan,nan,"NA",nan,nan,"Working knowledge of machine learning libraries (i.e. You will be encouraged to apply relevant statistical analysis, machine learning and utilization of complex..."
"Data Scientist","Discovery Communications, LLC","New York, NY",nan,nan,"NA",227,52.8,"Design and implement systems for large-scale data analysis and machine learning. We are seeking a Data Scientist to join our Discovery Digital Data Science team..."
"Data Scientist/Software Engineer","Systems & Technology Research","Arlington, VA 22203 (Bluemont area)",nan,nan,"NA",nan,nan,"Collaborate within a multi-disciplinary team to research new data exploitation, machine learning algorithms and system concepts...."
"Data Scientist","Veear Projects","Holmdel, NJ",nan,nan,"NA",nan,nan,"In depth knowledge of statistical modeling, data mining concepts, and machine learning. Using NLP, machine learning, or data mining techniques to address..."
"R&I Intern","Technicolor","Los Altos, CA 94022",nan,nan,"NA",787,42.0,"Machine learning, data mining. Machine learning, data mining, wearables, personalization, novel entertainment technologies...."
"Data Scientist Full Time","Boston Technology corporation","San Francisco, CA",nan,nan,"NA",nan,nan,"Machine learning, Natural language processing:. Machine learning, Natural language processing, business intelligence tools...."
"Senior Machine Learning Engineer, Algorithms","Jetlore","San Mateo, CA 94402 (Beresford area)",nan,nan,"NA",nan,nan,"As a Senior Machine Learning Engineer on the Algorithms team, you will design, build, and maintain ML models used by millions of end users of our system, build..."
"Data Scientist","Lockheed Martin","Rochester, NY 14623",nan,nan,"NA",nan,51.6,"Basic theoretical foundation in statistics and machine learning. Familiarity with standard applied machine learning and data mining techniques...."
"Machine Learning Engineer","Burst Inc.","Boston, MA 02110 (Central area)",nan,nan,"NA",nan,nan,"NA"
"Data Science Associate","McKesson","Irving, TX",nan,nan,"NA",nan,43.2,"E.g. ARIMA, etc., Machine learning methods:. The degree should be in computer science, applied mathematics, statistics, machine learning, chemistry, or a..."
"Data Scientist","Brighterion","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",12,44.4,"And machine learning technologies are successfully applied in cyber/homeland security, AML, real-time cross-channel fraud prevention, risk monitoring, data..."
"Data Scientist","2U","New York, NY",nan,nan,"NA",6,43.2,"Experience implementing machine learning algorithms (Random Forest, SVM, etc.). Machine learning and model building for projects involving various teams across..."
"Software Engineer, Machine Learning","Charles River Analytics","Boston, MA",nan,nan,"NA",3,55.2,"We are looking for a Software Engineer who is passionate about machine learning and programming. You will develop and use ideas from a number of fields..."
"Machine Learning Research Scientist--Boston","ARM Ltd.","Boston, MA",nan,nan,"NA",nan,nan,"Machine learning and computer vision; Proven understanding of machine learning/deep learning. Developing and adapting machine learning algorithms for energy..."
"Data Scientist","Bosch Group","Palo Alto, CA",nan,nan,"NA",nan,52.2,"Strong background in statistics, machine learning, and/or big data processing. Select and apply appropriate statistical, machine learning, and computing methods..."
"Marketing Data Analyst","National Fire Protection Association","Quincy, MA",nan,nan,"NA",3,51.0,"Knowledge of predictive analytics, machine learning and/or modeling techniques strongly preferred. Strong interest and comfort level learning new technical..."
"Associate Data Scientist","Zurich North America","Schaumburg, IL 60173",nan,nan,"NA",508,43.2,"Experience with statistical and predictive modeling techniques such as GLM, machine learning, GBM, decision trees, clustering, etc...."
"Data Engineer (HMI)","SAIC Innovation Center","San Jose, CA",nan,nan,"NA",nan,nan,"Familiarity with machine learning methods and frameworks. You will also help develop our strategy for data mining, analysis, and machine learning...."
"AI/Machine Learning Intern","Operr Technologies","Flushing, NY",nan,nan,"NA",nan,nan,"Proven hands-on design and implementation of machine learning solutions. Design, build and deploy machine learning models for Portware's intelligent trade..."
"HID Sensor Algorithm Engineer","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Adaptive filters, machine learning, computer vision or robotics. We are looking for a signal processing or imaging engineer with working knowledge of..."
"Data Analytics Scientist","Ford Motor Company","Dearborn, MI",nan,nan,"NA",nan,52.8,"Predictive analytics including machine learning. Develop predictive analytics and machine learning algorithms using business critical datasets...."
"Principal Machine Learning Scientist, Digital Practice","Nordstrom","Seattle, WA",nan,nan,"NA",nan,51.0,"Principal Machine Learning Scientist, Digital Practice. Use Deep Learning to optimize large-scale machine learning algorithms with thousands of parameters...."
"Partners - Customer Facing Data Scientist","DataRobot","Boston, MA 02109 (Central area)",nan,nan,"NA",2,60.0,"Experience with machine learning techniques. As a Customer Facing Data Scientist, you will be part of the business development team, focusing on our technical..."
"Quality Assurance Engineer","SA Ignite","Chicago, IL 60607 (Near West Side area)",nan,nan,"NA",nan,nan,"Healthcare system leveraging big data, analytics and machine learning. SA Ignite is a high growth company that helps healthcare organizations simplify the..."
"Machine Learning/Biological systems modeling","Finch Therapeutics","Somerville, MA",nan,nan,"NA",nan,nan,"Proven ability to design and code novel applications of machine learning. Use machine learning effectively and develop new analysis strategies for large..."
"Engineer - Data Analytics/Machine Learning","Intellipro Group Inc.","New Jersey",nan,nan,"NA",nan,nan,"Machine learning algorithm implementation and testing with emphasis in correctness and efficiency. Knowledge and experience of statistical/machine learning..."
"Data Scientist","Siemens AG","Atlanta, GA",nan,nan,"NA",nan,51.6,"O Experiences with machine learning libraries (e.g. O Proven experience with applied data analytics and machine learning. Education Required Level:...."
"Performance and Architecture Engineer","Qualcomm","San Diego, CA",nan,nan,"NA",782,52.2,"Machine learning on data sets spanning across generations of product architectures,. Location California - San Diego...."
"Computational Scientist/Engineer","MIT Lincoln Laboratory","Lexington, MA",nan,nan,"NA",22,52.2,"The LLSC creates world-class supercomputing assets and collaborates with brilliant MIT engineers, scientists, faculty, and students to use our capabilities to..."
"Data Engineer","realtor.com","Santa Clara, CA",nan,nan,"NA",10,44.4,"Experience in statistical modeling with context of data discovery, data analysis, and machine learning. Realtor.com is looking for a Data Engineer in the..."
"Artificial Intelligence Engineer","Accenture","Cleveland, OH",nan,nan,"NA",nan,51.0,"Basic understanding of Machine Learning techniques & industry applications. Learning takes place both on the job and through formal training conducted online,..."
"Data Engineer","IMC Financial Markets","Chicago, IL 60606 (Loop area)",nan,nan,"NA",4,55.8,"Developing solutions in the Machine learning space, with an emphasis on Change/Anomaly detection. We know from experience that a lot of people really enjoy..."
"Simulation Data Scientist","Lawrence Livermore National Laboratory (LLNL)","Livermore, CA 94550",nan,nan,"NA",80,52.2,"Collaborate with scientists and researchers on data intensive applications, graph analysis, machine learning, statistical learning, information visualization,..."
"Software Engineer","SA Ignite","Chicago, IL 60607 (Near West Side area)",nan,nan,"NA",nan,nan,"Healthcare system leveraging big data, analytics and machine learning. SA Ignite is a high growth company that helps healthcare organizations simplify the..."
"Sr. Machine Learning Developer (contract)","Flashii App, Inc","San Diego, CA",nan,nan,"NA",nan,nan,"5+ years of professional experiences using Machine Learning and Big Data Analytics. Looking for a Sr Machine Learning Engineer for a long term contract in San..."
"Data Scientist","World Wide Technology, Inc.","San Francisco, CA 94105 (Financial District area)",nan,nan,"NA",12,40.8,"Working as a part of the product team, this Data Scientist will translate business needs into advanced analytics and machine learning models...."
"Machine Learning Engineer","Cirrus Logic","Draper, UT",nan,nan,"NA",25,52.8,"Collaborate with other groups worldwide as they improve and create new products by integrating machine learning and deep learning methods into their solutions...."
"Python Developer","International Software Systems, Inc","Baltimore, MD",nan,nan,"NA",2,60.0,"Experience with Machine Learning*. Proficient in Python 2.7.x language and common libraries*...."
"Python Developer","ISSI","Washington, DC",nan,nan,"NA",25,43.8,"Beyond python programming, we need python developers that understand NLP, machine learning, and the associated Python libs...."
"NA","The NPD Group","Port Washington, NY 11050",nan,nan,"NA",23,39.0,"NA"
"Machine Learning Algorithm Developer - US Citizens Only","Naval Research Lab","Washington, DC 20375 (AU-Tenleytown area)",nan,nan,"NA",12,52.2,"Develop machine learning algorithms for a variety of applications involving the RF spectrum. The ideal candidate should have knowledge ranging from the..."
"Data Scientist","Avenue Code","San Francisco, CA",nan,nan,"NA",8,52.8,"Experience developing machine learning, NLP and statistical models for real-world problems using ML algorithms/packages, R, Python or other machine learning..."
"Data Scientist - Mid-Level","National Security Agency","Fort Meade, MD",nan,nan,"$79,334 - $105,663 a year",117,53.4,"Designing/implementing machine learning, data mining, advanced analytical algorithms, programming, data science, advanced statistical analysis, artificial..."
"Data Scientist","LogicIT Systems Inc","Atlanta, GA",nan,nan,"NA",nan,nan,"Deep understanding of statistics and machine learning algorithms, experience working with large datasets, and an ability to communicate actionable insights..."
"ETL Developer","AdTheorent","Butler, PA",nan,nan,"NA",nan,nan,"AdTheorent's machine learning, tracking and deep linking technologies combine to maximize engagement and awareness for advertisers...."
"Data Engineer - Mountain View","InspiredHigher, Inc.","Mountain View, CA",nan,nan,"NA",nan,nan,"Experience with machine learning algorithms and/or statistical modeling. You will be responsible for developing scalable data models, machine learning..."
"Machine Intelligence Data Scientist, Mid","Booz Allen Hamilton","Lexington Park, MD",nan,nan,"NA",nan,44.4,"Machine Intelligence Data Scientist, Mid. Experience with machine learning, data science, and accessing data from a wide variety of data stores, including..."
"Data Scientist (Search / Entity Algorithms)","IO Tahoe","Jersey City, NJ",nan,nan,"NA",nan,nan,"The role of the Data Scientist at IO Tahoe Rokitt ASTRA is to develop models and algorithms to identify hidden relationships within and across databases which"
"Economist/Data Scientist","Ford Motor Company","Dearborn, MI",nan,nan,"NA",nan,52.8,"NA"
"3D Computer Vision Software Engineer","VanGogh Imaging","McLean, VA 22102",nan,nan,"NA",nan,nan,"Develop machine learning algorithms and libraries. Degree required with focus on Computer Vision and Machine Learning...."
"Research Scientist","Eli Lilly","New York, NY",nan,nan,"NA",806,52.2,"Proficient in data mining, machine learning algorithms for pattern detection and data modeling. We address these needs primarily by developing innovative..."
"Sr. Data Scientist","Pivotal Software","Washington, DC",nan,nan,"NA",9,51.0,"Advanced knowledge of statistical and machine learning methods, particularly in the areas of modeling and business analytics...."
"Data Engineer","The Brattle Group, Inc.","Boston, MA",nan,nan,"NA",nan,nan,"NA"
"Computer Vision and Machine Learning Engineer","Foreground Security","Dulles, VA",nan,nan,"NA",2,54.0,"NA"
"Data Scientist","Cardinal Solutions Group","Cincinnati, OH",nan,nan,"NA",6,55.2,"NA"
"Data Scientist","UTC Aerospace Systems","Charlotte, NC",nan,nan,"NA",771,43.2,"NA"
"Scientist, Biology","Zymergen","Emeryville, CA 94608",nan,nan,"NA",nan,nan,"NA"
"Senior Software Engineer, Machine Learning","Flow","New York, NY",nan,nan,"NA",21,51.6,"NA"
"Senior Software Engineer, Machine Learning","Weebly","San Francisco, CA",nan,nan,"NA",9,39.6,"NA"
"Data Scientist","Talent Solvers","United States",nan,nan,"NA",nan,nan,"NA"
"Machine Learning Software Engineer","Capital One","New York, NY",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist (Marketing Analytics)","NBCUniversal","Orlando, FL",nan,nan,"NA",nan,51.6,"NA"
"R&D Automotive Intern, Vehicle Robotics & Optimal Control","Hitachi America, Ltd.","Farmington Hills, MI 48335",nan,nan,"NA",nan,44.4,"Knowledge of estimation techniques such as non-linear optimization, SLAM, particle filters, machine learning based regression and/or classification is preferred..."
"Deep Learning Computer Architect","NVIDIA","Santa Clara, CA",nan,nan,"NA",130,52.2,"NA"
"Software Engineer","Guardian Analytics Inc.","Mountain View, CA 94040",nan,nan,"NA",nan,nan,"Guardian Analytics is the pioneer and leading provider of behavioral analytics and machine learning solutions for detecting banking and B2B vendor portal fraud...."
"Quantitative Researcher","Quantlab","Chicago, IL",nan,nan,"NA",nan,nan,"NA"
"Platform Engineer","Ibotta","Denver, CO 80202 (Lodo area)",nan,nan,"NA",5,43.8,"We're looking for a self-motivated engineer who has a real passion for building and scaling infrastructure using technologies such as Ruby on Rails, Spark with..."
"Services Data Scientist","Agilent","Wilmington, DE",nan,nan,"NA",403,52.2,"NA"
"NA","TechWave International","Houston, TX",nan,nan,"NA",nan,nan,"This could be your best chance to work on latest technology (Cloud, Big Data Analytics, Artificial Intelligence, Machine Learning, NLP and more) in a..."
"Data Engineer","Zipcar","San Mateo, CA",nan,nan,"NA",33,43.2,"NA"
"Staff Data Scientist","Walmart eCommerce","Sunnyvale, CA",nan,nan,"NA",24,43.2,"Prior experience in eCommerce, machine learning, or artificial intelligence. BS/MS in Computer Science/ Electrical Engineering or a related technical field with..."
"Software Engineer, Identities","Square","Atlanta, GA",nan,nan,"NA",28,44.4,"NA"
"Data Engineer","BrickRed Systems","Seattle, WA",nan,nan,"NA",nan,nan,"NA"
"Software Research Engineer - Robotics/ Machine learning","Vertisystem","Cambridge, MA",nan,nan,"NA",nan,nan,"NA"
"Aviation Safety Data Scientist","Mitre Corporation","McLean, VA",nan,nan,"NA",141,52.2,"NA"
"Data Scientist - Supply Chain & Logistics - JO-1707","Encore Search Partners","Fayetteville, AR",nan,nan,"NA",nan,nan,"NA"
"Data Engineer","RBC","New York, NY",nan,nan,"NA",nan,51.6,"NA"
"Machine Learning Architect","QuintilesIMS","Plymouth Meeting, PA",nan,nan,"NA",870,44.4,"NA"
"AI Research Scientist","Knexus Research Corp.","National Harbor, MD",nan,nan,"NA",nan,nan,"NA"
"Data Scientist I","Vanguard","Malvern, PA",nan,nan,"NA",520,44.4,"NA"
"Scientist 4","Lam Research","Tualatin, OR 97062",nan,nan,"NA",167,51.0,"As well as advanced machine learning methodologies (e.g. Understand and contribute to statistical, machine learning, and first-principle modeling projects..."
"Research Scientist -- Computer Vision & Machine Learning","Infox Consulting","Seattle, WA",nan,nan,"NA",nan,nan,"In Computer Vision or Machine Learning, with over 3 years related work experience. Expert in research areas such as computer vision, artificial intelligence,..."
"Data Scientist III","Sears Holdings Management Corporation","Hoffman Estates, IL 60179",nan,nan,"NA",nan,41.4,"Increases pace and confidence of learning by combining state of the art technology and statistical methods (parametric and non-parametric econometrics and..."
"Data Engineer","System1","Venice, CA",nan,nan,"NA",nan,nan,"At the same time we are building novel approaches to analyze such data and extract knowledge from it in the form of machine learning algorithms...."
"Data Scientist","IgnitionOne","Atlanta, GA",nan,nan,"NA",10,41.4,"NA"
"Data Science Internship","Apple","Santa Clara Valley, CA",nan,nan,"NA",nan,52.2,"Strong knowledge in various aspects of machine learning and NLP, such as deep learning, classification, regression, feature engineering, clustering, topic..."
"Data Scientist","Fareportal Inc.","New York, NY 10020 (Midtown area)",nan,nan,"NA",89,42.6,"Advanced skills and training in machine learning data mining and other quantitative research. Must be well versed in languages such as Python, R, SQL, Spark,..."
"Data Engineer - Bizrate Insights","Time Inc","Los Angeles, CA 90025",nan,nan,"NA",247,44.4,"Never stop Learning. Take on research projects to improve data processing and implemented machine learning frameworks...."
"Principal Data Scientist","Walmart eCommerce","Sunnyvale, CA",nan,nan,"NA",24,43.2,"Extremely hands on in building Machine Learning products. Develop machine learning models to apply test data algorithms to future data...."
"Research Associate, Data","Innovations for Poverty","New Haven, CT",nan,nan,"NA",nan,nan,"Familiarity with machine learning and natural language processing. Reporting to Yale School of Management faculty members, the Research Associate is responsible..."
"Data Scientist, Algorithms","Wayfair","Boston, MA 02116 (South End area)",nan,nan,"NA",185,42.0,"Machine learning experience highly valued. Python + IPython Notebook, NumPy, pandas, machine learning packages...."
"Applied Scientist","Amazon Corporate LLC","San Diego, CA",nan,nan,"NA",nan,43.2,"A PhD in CS, machine learning, Statistics, Operational research. Use statistical and machine learning techniques to create scalable risk management systems...."
"Lead Data Scientist - Applied Machine Learning","Life360","San Francisco, CA",nan,nan,"NA",nan,nan,"Lead Data Scientist -- Applied Machine Learning. 2+ years of experience delivering and scaling machine learning products...."
"Data Scientist","Remind","San Francisco, CA",nan,nan,"NA",nan,nan,"You know how to navigate the landscape of analytics and machine learning tools. Remind is a messaging app that helps teachers, students, and parents communicate..."
"Director, Data Science-R, Python, Strategy","Fidelity Investments","Smithfield, RI",nan,nan,"NA",nan,51.6,"Background with machine learning and experience in Big data. Director, Data Science-R, Python, Strategy...."
"Data Scientist","The Advisory Board Company","Washington, DC",nan,nan,"NA",104,43.2,"Experience with quantitative modeling and machine learning techniques and approaches. Be forever learning, team dedicated, self-driven, quality minded, and..."
"Optimization Engineer","Green Charge","Santa Clara, CA",nan,nan,"NA",nan,nan,"Working knowledge of statistics and machine learning algorithms. _We're all in._...."
"Data Scientist (Mammalian Systems)","Intrexon Corporation.","Germantown, MD",nan,nan,"NA",nan,nan,"Familiarity and applied experience in cutting edge techniques for machine learning. Experience with supervised and unsupervised machine learning theory and..."
"Machine Learning Developer","Modern Technology Solutions, Inc. (MTSI)","Huntsville, AL",nan,nan,"NA",23,52.8,"We are currently seeking an Machine Learning Developer in Huntsville. Algorithm areas of interest include detection, tracking, track association and correlation..."
"Data Science Intern - Fall 2017","NVIDIA","Santa Clara, CA",nan,nan,"NA",130,52.2,"Experience with the Hadoop ecosystem, Python Machine Learning libraries and Deep Learning frameworks is a plus...."
"Staff Scientist - Machine Translation and Natural Language P...","Raytheon","Cambridge, MA",nan,nan,"NA",nan,51.0,"NA"
"Data Scientist","Integral Ad Science","New York, NY 10003 (Greenwich Village area)",nan,nan,"NA",nan,nan,"Extensive experience solving analytical problems using quantitative approaches using machine learning methods...."
"Machine Data Scientist","Cummins Inc.","Columbus, IN",nan,nan,"NA",nan,44.4,"Use advanced mathematics, machine learning, and data science skills to build predictive analytics models that leverage machine data into valuable insights for..."
"Data Scientist","N C Q A","Washington, DC",nan,nan,"NA",nan,nan,"Algorithm selection (data mining, machine learning etc.). The Data Scientist will take a leadership role in analyzing and presenting results based on large..."
"Data Scientist","IHS Markit","Washington, DC",nan,nan,"NA",127,42.6,"Machine learning, data mining, quantitative analysis, and predictive modeling. Experience applying machine learning and econometric techniques for the..."
"Software Developer (Remote)","MRP","Arlington, VA",nan,nan,"$120,000 - $140,000 a year",7,51.0,"This is an ideal position for software engineers who want to build great looking and high performance software while gaining exposure to machine learning and..."
"Machine Learning Developer","The Johns Hopkins Applied Physics Laboratory","Laurel, MD",nan,nan,"NA",40,51.0,"The ISG is seeking a machine learning developer. The Intelligent Systems Group within the Research and Exploratory Development Department is seeking a highly..."
"Data Engineer","FabFitFun","West Hollywood, CA",nan,nan,"NA",nan,nan,"Machine learning knowledge will be a big plus. Future development will involve Big Data analysis, including Spark, Hadoop, Machine learning...."
"Innovation Architect, Learning & Development","Facebook","Menlo Park, CA",nan,nan,"NA",185,52.2,"Experience with virtual reality, augmented reality, artificial intelligence and machine learning. Work with cross-functional teams and engineers to scope,..."
"Engineer - Data Science","Penske","Beachwood, OH",nan,nan,"NA",nan,42.6,"NA"
"Scientific Data Engineer - Level II","Allen Institute","Seattle, WA 98103 (Green Lake - Wallingford area)",nan,nan,"NA",3,31.2,"Experience with machine learning approaches and libraries a plus. Is curious and enjoys learning new tools, techniques and technologies relevant to mathematical..."
"Sr Manager, Machine Learning","Amazon Corporate LLC","Pittsburgh, PA",nan,nan,"NA",nan,43.2,"Solid Machine Learning background and familiar with standard speech and machine learning techniques. Amazon is looking for a passionate, talented, and inventive..."
"Data Scientist I","OSF Healthcare","Peoria, IL 61615",nan,nan,"NA",84,41.4,"Demonstrated knowledge of both machine learning and statistical modeling methods for descriptive and predictive uses...."
"Embedded Software Engineer","DGN Technologies","San Jose, CA",nan,nan,"NA",nan,nan,"Must have experience in porting/optimization of computer vision and Machine learning algorithms -. Extensive experience in real-time computer vision or machine..."
"Data Engineer","Fathom Health","San Francisco, CA",nan,nan,"NA",nan,nan,"Excitement about learning how to build and support machine learning pipelines that scale not just computationally, but in ways that are flexible, iterative, and..."
"Applied Scientist, Computer Vision","Amazon Corporate LLC","Cupertino, CA",nan,nan,"NA",nan,43.2,"1+ years of relevant, applied science or broad operations research in computer vision with machine learning...."
"Research Engineer","Axon","New York, NY",nan,nan,"NA",27,42.0,"Our product is a machine learning platform that uses deep learning to understand video footage and power three key use cases:...."
"Software Engineer, Monetization","Unity Technologies","San Francisco, CA 94107 (South Of Market area)",nan,nan,"NA",6,51.0,"In addition, the system functional requirements also drive us towards use of rule engines and machine learning...."
"Solutions Engineer","Nexosis","Columbus, OH",nan,nan,"NA",nan,nan,"A background in machine learning. Help customers implement machine learning in their products by sharing technical, architectural, and UX advice...."
"Data Engineer","tronc","Chicago, IL",nan,nan,"NA",nan,nan,"Proven ability to develop pipelines that can serve machine learning models that solve business problems. This platform will support machine learning models for..."
"Data Scientist","Diverse Lynx LLC","Harrisburg, PA",nan,nan,"NA",78,56.4,"Selecting features, building and optimizing classifiers using machine learning techniques. 6 months Qualifications...."
"Data Scientist, Advanced Analytics","LogRhythm","Boulder, CO 80301",nan,nan,"NA",11,44.4,"Providing thought leadership on product direction and implementation based on modern machine learning and statistical techniques...."
"AI Lab NLP/ASR Research Internship","Tencent America LLC","Palo Alto, CA",nan,nan,"NA",nan,nan,"Ph.D./MS in the field of NLP, ASR, machine learning, or related fields. Experience in deep learning platform including Tensorflow/Torch/Caffe is a plus...."
"Quantitative Researcher / Strategy Developer","Sunrise Futures, LLC","Chicago, IL",nan,nan,"NA",nan,nan,"Desire and interest in advancing machine learning within the trading industry. Sunrise Futures is an industry leading proprietary trading company based in..."
"Principal Data Scientist","Code42 Software","Broomfield, CO",nan,nan,"NA",2,60.0,"Develop machine learning tools to optimize the location and storage of data based on the user behavior. You will provide insight into leading analytic practices..."
"Data Scientist","Caliber Home Loans","Coppell, TX 75019",nan,nan,"NA",150,40.8,"NA"
"ENGINEER - RESEARCH ENGINEER - SPACE AND ENERGY SYSTEMS","Southwest Research Institute","San Antonio, TX 78238",nan,nan,"NA",72,52.8,"NA"
"Senior Director - Machine Learning, Artificial Intelligence...","Icertis","San Jose, CA",nan,nan,"NA",3,40.8,"NA"
